,time,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_21,control_22,control_23,control_24,control_25,control_26,control_27,control_28,control_29,control_3,control_30,control_31,control_32,control_4,control_5,control_6,control_7,control_8,control_9,mean,activity,guassian
0,00:00:00,107.36111111111111,2.1333333333333333,198.0,61.541666666666664,59.0,358.46666666666664,77.53333333333333,76.52941176470588,46.65,322.70588235294116,137.8421052631579,249.1818181818182,13.272727272727273,225.4090909090909,113.06666666666666,88.0,237.8,6.266666666666667,116.1304347826087,148.71428571428572,218.52941176470588,166.58823529411765,66.3695652173913,42.4,115.02777777777777,128.91666666666666,85.0,33.54545454545455,78.97222222222223,217.13888888888889,275.4,77.7,129.7247944707189,129.7247944707189,11.157654978225283
1,00:01:00,97.11111111111111,16.866666666666667,151.35294117647058,64.04166666666667,72.86666666666666,209.13333333333333,91.26666666666667,115.88235294117646,34.45,352.94117647058823,51.26315789473684,224.13636363636363,8.590909090909092,256.1363636363636,113.06666666666666,100.2,377.8666666666667,2.466666666666667,112.47826086956522,105.28571428571429,179.23529411764707,218.05882352941177,74.56521739130434,110.26666666666667,115.02777777777777,76.88888888888889,101.95454545454545,79.9090909090909,66.77777777777777,232.38888888888889,241.45,36.5,127.8258225785937,127.8258225785937,11.2354401876367
2,00:02:00,73.13888888888889,4.866666666666666,206.88235294117646,122.79166666666667,68.4,169.6,93.2,76.88235294117646,26.85,280.7647058823529,30.42105263157895,250.9090909090909,38.72727272727273,225.13636363636363,191.73333333333332,96.93333333333334,322.53333333333336,0.0,46.17391304347826,95.78571428571429,197.2941176470588,160.7058823529412,86.15217391304348,85.06666666666666,116.75,44.19444444444444,167.36363636363637,51.84848484848485,88.13888888888889,268.72222222222223,277.3,26.35,124.73801745524419,124.73801745524419,11.313695085351238
3,00:03:00,65.94444444444444,3.0,146.0,80.04166666666667,47.4,180.73333333333332,179.8,51.23529411764706,29.7,379.8235294117647,22.42105263157895,218.86363636363637,9.136363636363637,300.09090909090907,113.73333333333333,62.53333333333333,286.8666666666667,22.533333333333335,86.1304347826087,53.642857142857146,204.41176470588235,113.88235294117646,60.91304347826087,37.266666666666666,58.583333333333336,51.111111111111114,78.5,25.12121212121212,150.38888888888889,370.3611111111111,259.05,37.45,118.33342727019127,118.33342727019127,11.392422050273959
4,00:04:00,91.13888888888889,19.6,177.76470588235293,77.41666666666667,27.4,141.0,136.4,59.88235294117647,39.25,353.70588235294116,20.736842105263158,164.13636363636363,0.4090909090909091,216.9090909090909,94.93333333333334,110.13333333333334,212.26666666666668,14.0,48.608695652173914,43.714285714285715,303.4117647058824,78.82352941176471,64.78260869565217,58.13333333333333,91.80555555555556,99.72222222222223,41.45454545454545,18.666666666666668,168.77777777777777,364.80555555555554,277.25,82.6,115.61374244908075,115.61374244908075,11.47162347254491
5,00:05:00,94.02777777777777,19.266666666666666,154.35294117647058,53.5,7.333333333333333,222.93333333333334,210.4,49.294117647058826,47.55,306.0,35.473684210526315,197.04545454545453,4.2727272727272725,205.0,111.73333333333333,100.26666666666667,175.0,0.0,41.391304347826086,9.142857142857142,208.1764705882353,210.64705882352942,46.76086956521739,148.33333333333334,150.19444444444446,79.88888888888889,89.5909090909091,28.78787878787879,126.05555555555556,326.0833333333333,328.4,72.45,120.6047793707924,120.6047793707924,11.551301753632739
6,00:06:00,99.16666666666667,5.066666666666666,107.47058823529412,72.66666666666667,0.0,360.53333333333336,175.8,31.529411764705884,43.75,299.47058823529414,76.6842105263158,248.9090909090909,8.181818181818182,295.3636363636364,127.93333333333334,169.06666666666666,194.06666666666666,0.3333333333333333,25.434782608695652,13.571428571428571,275.2352941176471,72.47058823529412,51.08695652173913,105.0,168.11111111111111,121.41666666666667,145.8181818181818,84.57575757575758,75.52777777777777,336.22222222222223,317.55,61.3,130.29104514925032,130.29104514925032,11.631459306429567
7,00:07:00,123.41666666666667,5.0,193.8235294117647,70.79166666666667,37.0,317.6,145.13333333333333,41.411764705882355,23.95,231.88235294117646,83.89473684210526,228.22727272727272,0.4090909090909091,254.3181818181818,189.8,131.93333333333334,209.8,6.8,59.69565217391305,3.5,264.7647058823529,54.1764705882353,57.84782608695652,76.2,131.72222222222223,107.19444444444444,149.1818181818182,67.21212121212122,78.11111111111111,262.52777777777777,205.75,62.55,121.11331496988835,121.11331496988835,11.712098555347467
8,00:08:00,126.58333333333333,16.8,63.0,21.291666666666668,6.8,206.6,73.66666666666667,61.470588235294116,49.1,230.88235294117646,117.47368421052632,280.90909090909093,8.590909090909092,194.4090909090909,67.4,149.33333333333334,143.26666666666668,25.066666666666666,82.30434782608695,60.57142857142857,255.41176470588235,35.1764705882353,77.82608695652173,68.53333333333333,106.27777777777777,51.25,119.9090909090909,53.96969696969697,110.5,182.22222222222223,280.0,79.1,106.42800842155303,106.42800842155303,11.79322193641606
9,00:09:00,67.19444444444444,26.266666666666666,67.11764705882354,43.958333333333336,10.0,272.93333333333334,193.73333333333332,44.411764705882355,28.8,234.8235294117647,110.15789473684211,287.3636363636364,11.0,220.8181818181818,42.46666666666667,171.4,358.8666666666667,8.666666666666666,80.56521739130434,42.857142857142854,266.05882352941177,28.235294117647058,33.76086956521739,42.06666666666667,142.55555555555554,76.86111111111111,111.36363636363636,44.696969696969695,60.916666666666664,122.13888888888889,217.3,50.1,109.98298773801437,109.98298773801437,11.874831897381624
